timestamp,​0xDABBE70990a344805f89Ac6712dE73F33CD3A7d6,​0x24d20955054725bB16F55556E9Fa4a276E000aCC,​0x9D193deA162BAa9E5Ce5dbcDA8eaf6F775551855,​0xA2c324EC1787e19B9933D7Cb778642Eb90e035D5,​0xeA7686aCA004eCDFd0dCB20004fa6B9BA6C80eD2,​0xc252009B95F7828676a27D10558D96c313f751a6,​0x9bbE0a41fFb135FCE2bb3231E661f825b3807f12,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0x4873242Fd2f0e7806A7AefC9971F0FE2709c789A,​0x3c33334FAb588711A43a571064D00fd31dae97a3,​0xa41b2F9F22bC19B228fc0eFCd6b7BA386c3f251e,​0xB9d35797B967155f5c15ee6aa0d5F7Dd973a2684,​0xEafE863757a2b2a2c5C3f71988b7D59329d09A78,​0x3ec577c9d267D81DDAD3959694F316B78b17A988,​0x19dB2E01a6aBd2AF252E5471352989024184B397,​0x9d2773e66d41a28CAE8eBbdBB7d396Fe51Ae03De,​0x7872E75f29cCC725dBE60F7AeB0950642163047f,​0xBF4BDd5B7539BA43D547199DC1F3D1FFD18A2898,​0x7e88C8D56BA851ab12aa839eB908698e491F24a5,​0x137Fba6795aAD7A6f0daB782a2BfFe93434f26De,​0xfA3aa2C2c77a8b5f2A094eC301a747277599C51B,​0x7f48dE86fe69817A23a9B0f815aC3799DbE75691,​0xFd2374051EB461dcbD9E01f42018bC27AF4195D5,​0xA234111B45B620309AC0CfAa8E0c6d9396AEF4Cc,​0xA4eE7097a2FE2A1F98442Bfd2632883F557b0D4f,​0xeD978123ddf1bCaD4abBC07FcCFcd001ce42e85e,​0xBb1a016F07400696edA537658a7d76E35C61F31A,​0x21fB8e54a34F462C3642b5DC3e529206fDf7b324,​0x92228FFb485Fe39E5479837E0697829504527Fdf,​0x91BEC54DB2c3F9E3d7bCd170dE2b49bd738e552C,​0x67c8e3b9F312e0d40ead5A7fA5CeDc663F92c254,​0xF59eF7b19A4505D3Ebce0b86d0104a807e499261,​0x20F51adEa3990fC6683dd76ce2d41eeb7fC4cf88,​0x6aD0f063a0dbDEAded193F51a145113082F4904B,​0x3596A0e07fc347Caad8eCF8FaAaA3BE6814CD15f,​0x948C0F4245ca045e3161C4593810DcDECC8b5f4B,​0x6533be5cA9724a7F0943dA9aD0067f09Bb37b3f7,​0xB72eD8401892466Ea8aF528C1af1d0524bc5e105,​0x17F9F0c0bA3d2EE0aeeF9d76008c59aC33c7b599,​0xD79d821EF646626430995f67885904856e43eE17,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0x8652DB47b55Fbcf370A4B1B23ddf50FC8396981a,​0x0B316d93bb3984A571cb82E16D6d750D5347a532,​0x7C5962Bf9Eeab5002898c90c4f15e6b8ba8256a3,​0x46dF35921Ca8b63259853Aa24Dca0770778F4696,​0xB217C702961E46f38e7f7E59676874b26deFC0A4,​0x6C345F0B3E880c9914ECEFc48674d1272c01f2ef,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0x28c8b56a9513e2208ABbA46c048AcDc38f73d7d6,​0x64A9edD3f5fce0252Cd708E26c8dd11205742826,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0xBb9c8496d37260cEF72d8C51Bc1Ba66F65317b82,​0x1571F01FaBc95A92b96a36D068E4B7DD0bD85009,​0xdBFbe20f005656d097CDb741d5D7D08E04c8FF82,​0xc8621Eb229308147d89172Ae0e3C61e6342ce852,​0x944586CF150C0b10913734cccA59A872490E0377,​0x3a25473a5098F8B5cE1Bd383416801bFf28575B9,​0xABCABC4fe6986a31758362a7Aa1Ab14c86981B18,​0x341B4CDd42BC1FECD38f9B11a54d877637fA777c,​0xAA935ee459Ff72E4292Ba17839d94e64746C5A31,​0xBD12e652776070FfE703253D2543eD66DFFEeAcE,​0x4ef823af9b67485e5dA4ABa571a8743B64B413C6,​0x7c34b30F2846878967537F7ABffe40F6364085FA,​0xc07d32A4C80476939c7dAB1a2de416852241Ba66,​0x48F1C621aa39770CD86Af720182C890b4C58B8C0,​0x6815A7f20EBEB4DB1C90dda5Ce4be61c2Fea00B0,​0x80ACa7968AF901A5986a46354C83a48E31f3c584,​0x99B59eC9cf0b818B79B23707Fba413d35a669fBA,​0xD49a0D707df01028A30d659d84F1790904EaCBD2,​0xf9263986bE319E0444B600a73501Ef7689cDB022,​0x19B8eeBD22D46F568F4406FD825BBFF0D974f5D4,​0x95C7887f349b897152FaA4A79207B58B0c8dcAcA,​0xc47a8d09c304644674300C7F22a74f72c9bC35Cb,​0xD2DdB0e1c223A873c77EE80497E9D82C1002e483,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0xbD2a43799B83d9d0ff56B85d4c140bcE3d1d1c6c,​0x65728f4c3C200A7ba49Fd3a4312d7eAC07dD9Dba,​0x303fDD2506e95A84396749239525769651983798,​0xCb114805B901F7a9c38d5675272eF26459a7D805,​0xa42A45411A3752Fe0c87df3b530650CedE238167,​0xb94A04eCED016183601A90eB7469D1C31632c2FD,​0xEad249D58E4ebbFBf4ABbeCc1201bD88E50f7967,​0x6040899959a8861e93238265376B27072416596D,​0x1e140Fd129Dcb0eE97427B1e33C9da7B3603dDf9,​0x3452052E617ef316383FCda6396b4a6cEA2d3f05,​0x1056270360EF979DbC3Cf5FE940F88640D08861D,​0x086f51fcEd9Ff6c742D706C319112359E3658b08,​0xeaEb7b17be80FE887A3734c75Cd35002Aca93D28,​0x3877b93D5411bf5F5CB92D7e7650935FD0212D8a,​0x7519aCFc1A2c9E3F9B42E2427811750E3F19732A,​0xb22dfb715a7B454d83B2fB95e4D38aaF5F3C84fa,​0x001D85B3Da84AfA37e41046F09b44378174e1e75,​0x0f7739F2F93753AB14E0fAf5C9a3EE4519674aeE,​0x1D47412B586D3839F83e9a942fB9D094443eCbeF,​0x54f991d206CD1409930AD529f57F038A2eBa8993,​0xA65612F6a79993CCAf333aF4071034E3A93eE206,​0x713457F9a19f9f7A89291Fc2d1365501904ea00E,​0xA67e2840Ba8ed81C02d6828a8e15493c2d7e977B,​0x6d61DAfFfCAD9d6b8DfEA8936D0408e7872952f3,​0x23dF665F6D5d48Caf6A2E9C21d6C11b1D14030F4,​0x997221b4F12974f723DEb297894cB3A91fFCE64F,​0x704330a41116E066F0cab51f0819b9c06a81BfAC,​0x5F5d6206dA08E2387426838CB43b032C8D3b5f00,​0xD6dA5b97151c2fea9CcF11287985A21304A521A1,​0x1d28AeBEFb5aD6439ed23fFcCD2C6d2a2A5f6BFf,​0xA1ecB46C0bE223DFf23EfdA8bd553d17b938Af47,​0xa5f4333C0557A8e0C65F3837829FbcE60CEb362a,​0xeaa6cB80a5593E14C5A5fd38AE3D16dcB5Ef75F5,​0x11CC840057f9798067d1fBE024461BA368b9D97C,​0xfF9CED4D060eED1888519167E7C3251e5eE184b7,​0x5C15BE94476F4433303873BE5D3fF8A03817107E,​0xaA5586F16Fc3fACaCa47aeC570C26462EDEB1d2f,​0xFb3E9749268734090501Ba76e572031915799b69,​0xc6b07E62a00D2CD7b4EA0fEaD74D6426bCdb30a2,​0xc68f5c0194EB8191Df549fd5DFb6C4c19b0D99f3,​0x140f5C3Bc126a1D58611B48A9432D5C800F5B6Ba,​0x214525D78E6C4dBa8839Fb577E8daE17095803B2,​0xB66aE54a3d96095463B083DD70a22Dd143a44756,​0x6559b96F1F92B3Ee53da31063D909412Ba40a68f,​0x72b73799724B453f04082e2D782e8b5A8790c92A,​0xE74b1ea522B9d558C8e8719c3b1C4A9050b531CA,​0x59843C38Bd857711273e594BCC4f14D7CEd0C7a9,​0x213AfC485A2de2be314074604C4202bD7cb34a63,​0xC5C5c8EddFDd89D10f1f9eC2a6B8cDcE52CDa1C7,​0x75ab211c2c521D886968e0913ca157eF3b0D2301,​0xf3bBaF742cDA0cEcbb80af7604305fDe7f80581F,​0xD1a1824902B6698eE1ACA84d83f22b6d779355f2,​0x6AE23C5EDaad107026a3Dabb74396e1ff4D5695d,​0x7cfab87AaC0899c093235b342AC0e5B1ACF159EB,​0xDBFB0e80143dd737e04925fFd7AF8C355c0d25F9,​0x0B4b2c7C1eDcE11c26666D3465107F302ce9F560,​0x63ff52F20207b025e46e59dded090B9FedCF35A9,​0xaAD59C055b505435498cD09447bF3B2b09d43Aec,​0x59CF59705bFBf62bC4A7ef8D08800aF803Fa5572,​0x8E12320832DCd462D6e6D3C117CAbaD3E684DB6D,​0x000000000000deab340F067535869a0e5226E58a,​0x441f4572EFe1efEc73111EF15e4247d4Ebc06bB6,​0xc5304ad14Dc9C4178caAc6D8167EC9ad7Af3D405,​0xD1329Eed51b0a38fEA024341B46F235E51E91Bb1,​0x7cd71037A2D0240336C3F469DDCD598974590263,​0xA088c809f08DCbB1b932FaB5d93f28Acc9E6702D,​0x88288EA1186776621bd9daa6E91A1eC7269Ad090,​0x60e02f811F846e527B408551D04AFC2FFb8D66Ff,​0xF0F225E01cf084d3C246Ad595Ab60d0D4F5b4c78,​0x7aaFDfEB7A118b1c39Bf0e5D9f91051Fd4Ee0640,​0x333e8C70dfd15869858F3CBb2759099D74CD2393,​0x84f0a7680b7BD0fb81186ecc2500B55ba401fDA0,​0x18a4C5bb1B6ae72acf396ed38392A0ad3e52A4a2,​0xc67821CB6Ede2576948582028A8c07B47A2492eC,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x54975235804587A08438705859Faa36B9921aF09,​0xa04c091e9FD824F86Efd27F0d40Fea4240115c82,​0x2B5b1Fffe86302F73e478a0E09d8Bf92eC75FFba,​0x257ebd1A0799cA4C217d0574a8Ed29def9C7B06B,​0xE6c6E2EE8Dd1B415Ad318D889E80ea61a4921165,​0x41FBAd481E9791c4fa92d3C3E775A73FA771c87d,​0xA5c5f7fF2186898283e000352770e1cb140d1a00,​0x97deC872013f6B5fB443861090ad931542878126,​0x7184bdb9fc52F6EB84b5c19624592119E9E92E3B,​0xe13937DC21510c75C21314DaAAf2cbD1fa2f16D4,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0x84eAE603c90Eb7965f8e3659B8E1c23f0C8Fd989,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0x56008c5264918ffaDD7e50732678A72A2B766B34,​0x908A358E97D2129E45362FFD3a2Be3a76Fa58BBC,​0x35a0e39a038b0cCA804f07d6bCDD33b32a7EE5f1,​0x2bbF6c4F339C26231bD4FC6EB4b8c3DcdFcB2250,​0xCb43027cfbbCCe4d0BA7c99Ca391415df93F2886,​0xDe50C7553C0D011b52b7Ece4E0718d76C1F44c37,​0x722672b4c85B7771a5Bf0CAf474C94DBC8dA34AE,​0xCE2A6Bc1bfdBFF98aFb8Ac1C2dCfF1455b6da7B8,​0xDb5a91E6f925A22FE995BfB403eacc74DFE34F04,​0xA29Df5df170Ba1EDE1a2b0f7D142BfFA59f2aeb4,​0x9d83bbeC5Cc916D9b1f45281F9B2569828f38Ba8,​0xfD33921E206AF4a5D086662b7E7754a7A5CfD733,​0xB32B84A193Ee43a62BD48A7Cc9Ae1090a38d2654,​0xf915503B4049E32Fe93626da9FA9301d37B82044,​0x43892992B0b102459E895B88601Bb2C76736942c,​0x742B278560F91C762ad1f0580b37Ec3C91592099,​0x40B39ec1eDcAa8515b3Dc272f957b2359Fd67272,​0x5754aBD8869851eeca1b9c4BF534E66D95FC9978,​0xe3162f17Eb748521092EEAaB1D92088C0a93d412,​0x32403EFc9e1Eb347523E484396415C3e46003588,​0x31836A1FAd42bE8b047416796204E992B691EB65,​0xE6a9F1154C2B6038746eAbaD9640B2C3dAad8768,​0x820050416968A3495AceD9D02007a00E0B32d33d,​0x0caC9C3D7196f5BbD76FaDcd771fB69b772c0F9d,​0x80C53D18c9769aEF7Be2C574308615C53AB8aaD5,​0xaa9f2dfdFAf058B26D19d1334347B516B6576EA9,​0x0a9b181Da5D4a4a53b89f2E6CFf08BaEEE43De6c,​0x3fCB3018CBd53E0a6C93048EB5C7199487D7b7fE,​0xbcd4E9E97AD3ffD9476A227562d90fFde4a1874E,​0x9175e0e8434CB6c5cc45A64f8A80F66Ec81B47BF,​0xFE3eB37C105800842001F759d295eCFb2158A4Cb,​0xd4B811598d6a08F65D10146674c5465308713a5D,​0xFaC20746d277176A1d93f7390194bfd43ddFe8Cc,Other
1593732971000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593800162000,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593866326000,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,0.38
1593933211000,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,0.25,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,0.10
1594000010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
1594067228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,
1594133831000,,,,,,,,0.09,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,0.17,,,,0.10,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,0.30
1594199176000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,0.06
1594266589000,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,0.27,,,,,,,0.16
1594334149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594400599000,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,0.16
1594467342000,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.08,,,,,,,0.20,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,0.10
1594534363000,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1594600559000,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,0.44,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,
1594667176000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594734577000,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,0.11,0.17,,,,,,,,,,,,0.09,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,0.35
1594801444000,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,0.11
1594868516000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,0.22,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
1594935634000,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,0.89
1595002354000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10
1595068938000,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,0.05,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,0.11,,,,,,,0.48
1595135940000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
1595202619000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,0.04
1595270294000,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
1595338300000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,0.10,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
1595405073000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1595471028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,0.13,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,0.15,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1595537940000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,0.13
1595604570000,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,0.33,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11
1595738927000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,0.30,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06
1595805432000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,0.17
1595872747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06
1595939151000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,0.06,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
1596006108000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19
1596072129000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,0.08,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,
